,word,comp1,comp2,nt_prop,ot_prop,q_prop
62,dominion,-0.7725409269332886,-38.790809631347656,0.017158509862,0.016772633,0.021646277566000002
63,fish,-29.181621551513672,-11.771538734436035,0.015010956874,0.01365722182,0.011712687886
64,sea,-40.392276763916016,-12.572014808654785,0.07943754563199999,0.050771250856000004,0.018905976967999998
65,air,-25.145143508911133,-14.92510986328125,0.02145361574,0.012844505860000001,0.010685075174
66,male,-59.458370208740234,-7.913890838623047,0.012147552988,0.01555355906,0.01616567637
67,female,-59.45930862426758,-7.906785011291504,0.011431701992,0.0127090532,0.017878364256
68,given,-79.48072052001953,-13.667316436767578,0.125967859784,0.055241188636,0.057270185242
69,meat,-32.85151672363281,-31.066987991333008,0.050087655188000006,0.041425017316,0.013767913310000001
70,green,-22.53342628479004,-25.418493270874023,0.012147552988,0.01487629576,0.013082838136
71,sixth,-0.2496979981660843,-58.60147476196289,0.01930606285,0.01433448512,0.01137015025
72,heavens,-42.81753158569336,-14.455480575561523,0.022885317732,0.025306150678,0.07816497731399999
73,finished,36.85654067993164,-6.715872764587402,0.017874360858,0.01392812714,0.010342537538000001
74,host,36.1078987121582,-23.35375213623047,0.012147552988,0.035329647517999996,0.010342537538000001
75,work,-35.85826110839844,-44.80160140991211,0.059393718038000004,0.057272978536000003,0.035347780458
76,generations,47.847110748291016,-22.12479019165039,0.013579254882,0.025035245358000002,0.020961202392
77,lord,44.25292205810547,18.065248489379883,0.5304236669379999,0.99,0.33369800771
78,field,30.116649627685547,-5.9236955642700195,0.027180423708,0.045894955096,0.010685075174
79,grew,-4.7573089599609375,-43.654022216796875,0.015010956874,0.01257360054,0.010685075174
80,caused,20.362573623657227,13.476483345031738,0.011431701992,0.022190739498,0.015480601196000001
81,rain,-36.28251647949219,-15.699392318725586,0.016442658866,0.022326192158,0.024044040528
82,till,40.94106674194336,31.742921829223633,0.047940102298000005,0.025441603338000003,0.017878364256
83,ground,-9.432442665100098,-21.92706298828125,0.029327976598000002,0.032078783678,0.014110450848
84,formed,-0.9057673215866089,42.541927337646484,0.012147552988,0.01379267448,0.010685075174
85,dust,-16.881563186645508,-21.817842483520508,0.014295105878000001,0.023545266098,0.01993358968
86,soul,-47.40692901611328,36.941776275634766,0.037202337456,0.066754664834,0.042198532002
87,garden,-55.18669891357422,20.569555282592773,0.012863403984,0.01623082236,0.035347780458
88,grow,-33.72275924682617,-18.578121185302734,0.015726807869999998,0.01379267448,0.015138063658
89,sight,25.530065536499023,13.005989074707031,0.047224251301999996,0.047791292336000005,0.034662705381999996
90,food,-38.70082092285156,-3.647887945175171,0.012147552988,0.016772633,0.021988815103999998
91,knowledge,-39.35015106201172,14.039210319519043,0.046508400306,0.026118866638000005,0.069601537884
92,evil,-24.206647872924805,52.378150939941406,0.103776479202,0.075017277094,0.101114994712
93,river,44.109134674072266,-23.774999618530273,0.013579254882,0.033297857618,0.011712687886
94,water,-42.625675201416016,-22.938261032104492,0.059393718038000004,0.054022114696,0.032950017495999996
95,heads,-16.64765167236328,-34.45351791381836,0.022885317732,0.022190739498,0.013767913310000001
96,gold,-18.97568130493164,-37.22554397583008,0.027896274606,0.062826537694,0.013767913310000001
97,stone,-31.510297775268555,-44.364898681640625,0.046508400306,0.028827919837999996,0.01137015025
98,goeth,-48.624820709228516,-28.52703094482422,0.03075967859,0.024087076738,0.010685075174
99,east,-22.56683921813965,-51.951210021972656,0.015726807869999998,0.029911541118,0.013425375772
100,took,37.80233383178711,-17.108755111694336,0.12668371078,0.089375259152,0.02507165324
101,commanded,34.3268928527832,27.56064224243164,0.053666910168,0.061472011093999995,0.021303739930000003
102,mayest,-14.747153282165527,34.93593215942383,0.018590211853999998,0.023545266098,0.015138063658
103,freely,-49.54726791381836,8.214113235473633,0.016442658866,0.01081271596,0.014452988484
104,eat,35.28199005126953,23.42022705078125,0.10592403209199999,0.080299930932,0.030209716898
105,surely,25.34366798400879,30.28253936767578,0.014295105878000001,0.047384934356,0.026784341126
106,die,5.536402225494385,28.204538345336914,0.043644996322,0.046843123716,0.027126878761999998
107,help,37.33478927612305,36.67972946166992,0.016442658866,0.025577055998,0.039458231404
108,meet,25.190706253051758,-35.37399673461914,0.025748721715999998,0.024628887378,0.019591052044000003
109,adam,11.004608154296875,-41.843074798583984,0.015726807869999998,0.012844505860000001,0.018220901794000002
110,gave,30.028240203857422,-31.67795181274414,0.105208181194,0.054699377996,0.041170919289999997
111,names,11.303925514221191,-54.325775146484375,0.017874360858,0.021378023538,0.014110450848
112,sleep,50.968570709228516,23.015892028808594,0.024317019724,0.018127159599999998,0.012055225424
113,fall,20.19673728942871,1.9143110513687134,0.037918188452,0.038580511358,0.021646277566000002
114,closed,17.904844284057617,43.623451232910156,0.011431701992,0.01094816862,0.010342537538000001
115,flesh,-35.7291259765625,-25.666709899902344,0.11594594593799999,0.046572218396,0.013425375772
116,taken,32.0180778503418,27.61748504638672,0.057962016046,0.046436765736,0.023016427816
117,woman,-2.6487343311309814,-44.38780212402344,0.085164353502,0.045217691796,0.018563439331999998
118,bones,-15.997610092163086,-21.81613540649414,0.012863403984,0.022597097478,0.014452988484
119,leave,-43.22161865234375,18.64823341369629,0.027180423708,0.022055286838000003,0.049049283448000004
120,father,20.3221492767334,-39.54837417602539,0.273433162902,0.11240221145,0.027126878761999998
121,mother,-1.920552134513855,-54.3212890625,0.07585829074999999,0.040612301356,0.018905976967999998
122,wife,-1.3835698366165161,-44.33860397338867,0.07156318477399999,0.053209398736,0.020961202392
123,naked,-12.651633262634277,-33.32936477661133,0.020021913846,0.01419903246,0.010685075174
124,ashamed,35.73244094848633,52.66972351074219,0.027896274606,0.022868002797999998,0.010685075174
125,serpent,-19.463558197021484,-20.283859252929688,0.015010956874,0.01419903246,0.010342537538000001
126,trees,-27.68167495727539,-27.162748336791992,0.017158509862,0.029640635797999998,0.013082838136
127,touch,36.35753631591797,15.513818740844727,0.020737764744,0.01419903246,0.01616567637
128,lest,50.474430084228516,61.59129333496094,0.07371073776199999,0.030182446438,0.026784341126
129,doth,-39.523406982421875,8.739161491394043,0.050087655188000006,0.030046993778,0.064463474324
130,know,56.4823112487793,55.5788459777832,0.223323593868,0.07271458187399998,0.08604334147199999
131,eyes,29.566375732421875,48.17314529418945,0.06297297301799999,0.067567380794,0.033292555034
132,opened,35.57783126831055,-0.5155330896377563,0.053666910168,0.020023496938,0.013767913310000001
133,gods,61.93251037597656,3.3637094497680664,0.015726807869999998,0.041695922636,0.034320167746
134,knowing,-14.519282341003418,40.583099365234375,0.044360847318,0.01013545266,0.011027612712
135,desired,24.81114959716797,18.297330856323242,0.027896274606,0.01311541118,0.011712687886
136,wise,-30.193655014038086,42.604881286621094,0.049371804192,0.035736005498000004,0.025756728414
137,husband,-3.1326920986175537,-38.81594467163086,0.037202337456,0.021648928858000002,0.012055225424
138,knew,35.88837814331055,5.8794169425964355,0.062257122022000004,0.022732550137999998,0.021646277566000002
139,leaves,-43.28227233886719,23.73631477355957,0.013579254882,0.01162543192,0.016850751446
140,heard,46.9620361328125,15.469975471496582,0.18681519356200002,0.063097443014,0.016850751446
141,voice,44.83586883544922,-0.20015877485275269,0.094470416352,0.062149274394,0.014110450848
142,walking,22.482934951782227,-3.0662920475006104,0.020737764744,0.01176088458,0.010342537538000001
143,hid,47.61503219604492,37.401065826416016,0.029327976598000002,0.023545266098,0.010342537538000001
144,presence,15.339864730834961,43.59555435180664,0.024317019724,0.022732550137999998,0.027126878761999998
145,art,30.805084228515625,39.95643615722656,0.10449233019799999,0.058898410456,0.045281370138
146,afraid,31.589933395385742,17.673377990722656,0.03433893357,0.031266067718,0.01239776306
147,told,51.011112213134766,22.643287658691406,0.052951059172,0.039799585395999995,0.020618664756
148,wast,27.956228256225586,38.476959228515625,0.015010956874,0.01772080162,0.016508213908
149,eaten,35.36296844482422,23.41249656677246,0.017874360858,0.022461644817999997,0.010685075174
150,whereof,34.2868766784668,25.846935272216797,0.028612125602,0.01582446438,0.014110450848
151,cursed,20.359210968017578,16.71788215637207,0.012863403984,0.01893987556,0.013767913310000001
152,enmity,-48.84652328491211,22.497549057006836,0.012863403984,0.01027090532,0.012740300598
153,head,60.44837188720703,-8.545483589172363,0.051519357179999996,0.051177608836,0.013082838136
154,sorrow,-0.822575569152832,61.06248092651367,0.020737764744,0.01717899098,0.012055225424
155,children,21.364490509033203,-35.29576873779297,0.123820306796,0.234986869338,0.037060468344
156,desire,-30.452524185180664,39.09999084472656,0.033623082574,0.020294402258,0.024044040528
157,sake,-11.98804759979248,41.233848571777344,0.052235208176000004,0.021378023538,0.011027612712
158,return,28.273548126220703,29.17184829711914,0.018590211853999998,0.043727712536,0.035347780458
159,coats,-18.95066261291504,-38.54280090332031,0.012863403984,0.01108362128,0.010342537538000001
160,clothed,-18.145822525024414,-37.628761291503906,0.029327976598000002,0.01595991704,0.010342537538000001
161,hand,39.98535919189453,16.997570037841797,0.12238860480399999,0.187307532822,0.028154491474000003
162,live,-10.577648162841797,6.112281322479248,0.057962016046,0.034110573578,0.016508213908
163,sent,13.151629447937012,31.326326370239258,0.14959094226000003,0.076100898374,0.12063963653399999
164,turned,33.05604934692383,29.35304069519043,0.036486486459999995,0.043592259876,0.036375393268
165,way,23.522296905517578,-11.128698348999023,0.10735573408399998,0.08124809955199999,0.064806011862
166,conceived,15.960423469543457,-25.643455505371094,0.014295105878000001,0.01514720108,0.01137015025
167,bare,3.592315196990967,-50.45863342285156,0.024317019724,0.032214236338,0.012740300598
168,brother,-2.7848875522613525,-58.19740295410156,0.09661796934,0.047791292336000005,0.02507165324
169,sheep,-10.14268970489502,-35.998802185058594,0.04006574144,0.029505183137999998,0.010685075174
170,time,42.21473693847656,28.717552185058594,0.130978816658,0.070682791974,0.044253757426000004
171,came,21.835025787353516,7.0714569091796875,0.371504747982,0.224827919838,0.054872422182
172,pass,16.22140121459961,-15.045513153076172,0.09375456535599999,0.10630684174999999,0.02507165324
173,offering,-43.81230926513672,-32.0093879699707,0.017158509862,0.10644229440999999,0.012740300598
174,respect,-41.16765594482422,9.603670120239258,0.017158509862,0.012979958520000001,0.014452988484
175,countenance,23.215442657470703,45.635711669921875,0.013579254882,0.01623082236,0.011027612712
176,fell,37.16785430908203,-4.642648696899414,0.069415631884,0.031401520378,0.014795526022
177,fallen,32.83847427368164,-2.666347026824951,0.02145361574,0.018262612259999998,0.010685075174
178,accepted,-46.39897155761719,-12.376285552978516,0.016442658866,0.01243814788,0.017193289082
179,sin,-41.90550231933594,44.12686538696289,0.08945945947799999,0.055376641296,0.033292555034
180,door,48.39625930786133,-41.1890983581543,0.032191380581999995,0.031130615058,0.010342537538000001
181,rose,37.495697021484375,-16.94101333618164,0.026464572712,0.024357982058,0.010342537538000001
182,slew,36.997283935546875,-34.32004165649414,0.017158509862,0.034923289538,0.013425375772
183,blood,3.680075168609619,51.583499908447266,0.08158509861999999,0.056731167896,0.014452988484
184,crieth,0.8911007046699524,27.017520904541016,0.012147552988,0.01162543192,0.010342537538000001
185,receive,74.54256439208984,26.420452117919922,0.100913075218,0.01636627502,0.03877315623
186,yield,-30.963130950927734,-14.104894638061523,0.014295105878000001,0.012979958520000001,0.010342537538000001
187,strength,2.3471717834472656,45.433135986328125,0.02145361574,0.040341396035999996,0.022673890278
188,punishment,-48.61018753051758,20.233173370361328,0.012147552988,0.012979958520000001,0.054872422182
189,bear,-40.06159591674805,4.03117036819458,0.052235208176000004,0.030859709738,0.032950017495999996
190,driven,28.725317001342773,31.46539878845215,0.012863403984,0.01582446438,0.01239776306
191,come,31.813024520874023,5.35775089263916,0.42948867787399997,0.19733102976,0.09494931843999999
192,slay,26.19283103942871,-3.399153470993042,0.014295105878000001,0.024764340038,0.020618664756
193,whosoever,-30.740528106689453,50.259193420410156,0.08802775748599999,0.01975259152,0.01137015025
194,vengeance,4.862040042877197,49.87226867675781,0.014295105878000001,0.01501174842,0.010685075174
195,mark,-39.309425354003906,-0.29647374153137207,0.020737764744,0.0127090532,0.012055225424
196,kill,42.171661376953125,17.086177825927734,0.04292914532600001,0.020429854918,0.011712687886
197,dwelt,25.55914306640625,-25.58652687072754,0.022169466736000003,0.038038700718,0.011027612712
198,city,40.261661529541016,-18.17630386352539,0.11809349892599999,0.10684865238999999,0.017878364256
199,son,24.793699264526367,-47.53781509399414,0.31137326519999997,0.276706288912,0.034320167746
200,born,11.401241302490234,-44.314239501953125,0.044360847318,0.024087076738,0.011712687886
201,wives,-52.3251838684082,-0.07370685786008835,0.01930606285,0.025983413977999997,0.018905976967999998
202,dwell,28.6480712890625,-13.741500854492188,0.032907231578,0.051177608836,0.029182104186
203,brass,-26.016704559326172,-40.569236755371094,0.013579254882,0.026118866638000005,0.011027612712
204,iron,-15.166783332824707,-45.69448471069336,0.014295105878000001,0.022597097478,0.011027612712
205,sister,3.3703410625457764,-52.134700775146484,0.02145361574,0.023274360778,0.012055225424
206,hear,6.276530742645264,47.24839782714844,0.11308254195399998,0.064722874934,0.02883956655
207,hearken,8.326667785644531,44.01305389404297,0.015010956874,0.029505183137999998,0.014110450848
208,speech,-23.410972595214844,10.874554634094238,0.020021913846,0.01446993778,0.016508213908
209,slain,39.382442474365234,-9.070694923400879,0.022169466736000003,0.032214236338,0.015823138734
210,young,19.57181739807129,-24.06837272644043,0.033623082574,0.045894955096,0.012740300598
211,hurt,8.742729187011719,21.66193962097168,0.01930606285,0.01650172768,0.013425375772
212,truly,-48.811397552490234,13.02303409576416,0.022169466736000003,0.01311541118,0.067888850096
213,seventy,33.62297821044922,-12.580476760864258,0.011431701992,0.01772080162,0.010685075174
214,appointed,-50.553775787353516,-16.467355728149414,0.025748721715999998,0.023816171418,0.029182104186
215,began,17.735620498657227,-20.28328514099121,0.062257122022000004,0.024087076738,0.013082838136
216,men,3.790616989135742,-21.63448143005371,0.2927611395,0.183379405682,0.13571128977400002
217,book,-37.99388885498047,27.25993537902832,0.039349890444,0.029640635797999998,0.078507514852
218,lived,11.169156074523926,-40.98276138305664,0.015726807869999998,0.01650172768,0.01137015025
219,thirty,27.74558448791504,-35.06342315673828,0.015726807869999998,0.032214236338,0.010342537538000001
220,begotten,6.792745590209961,-29.913551330566406,0.020021913846,0.01108362128,0.01239776306
221,sons,11.624826431274414,-51.57166290283203,0.032191380581999995,0.153715272946,0.028154491474000003
222,daughters,-3.9698729515075684,-50.54288101196289,0.013579254882,0.043456807216,0.01616567637
223,died,22.706871032714844,-29.965961456298828,0.03433893357,0.032349688998,0.011712687886
224,seven,-14.25683879852295,81.97528839111328,0.074426588758,0.060252937154,0.018563439331999998
225,noah,-30.041847229003906,10.988757133483887,0.011431701992,0.016637180340000002,0.025414190876
226,comfort,-12.981698989868164,45.13823318481445,0.026464572712,0.01555355906,0.011712687886
227,concerning,25.938941955566406,45.52433395385742,0.052235208176000004,0.034381478898,0.025414190876
228,toil,-41.41175842285156,-9.256194114685059,0.010715850996,0.01013545266,0.010685075174
229,hands,32.02449035644531,74.45913696289062,0.08588020449799999,0.057814789176,0.037745543517999997
230,old,9.528943061828613,-54.09720230102539,0.046508400306,0.054293020016,0.02507165324
231,fair,-19.763124465942383,-32.98817443847656,0.012863403984,0.01636627502,0.014110450848
232,chose,18.73261833190918,27.55716323852539,0.012863403984,0.01311541118,0.012740300598
233,strive,-49.128196716308594,5.986093044281006,0.014295105878000001,0.01189633724,0.022331352642
234,mighty,14.077635765075684,-54.19331741333008,0.035770635464,0.043321354556,0.020618664756
235,wickedness,-20.549205780029297,53.87469482421875,0.015726807869999998,0.025847961317999997,0.01239776306
236,thoughts,-22.332035064697266,41.01588439941406,0.018590211853999998,0.01582446438,0.011027612712
237,heart,0.580877959728241,63.30612564086914,0.085164353502,0.10833863164999999,0.02507165324
238,repented,-24.02179718017578,35.901432037353516,0.020021913846,0.01216724256,0.01137015025
239,grieved,34.478755950927734,35.295387268066406,0.016442658866,0.01392812714,0.011027612712
240,destroy,39.658329010009766,17.67841148376465,0.032907231578,0.040747754016,0.019591052044000003
241,grace,-10.003257751464844,40.52113723754883,0.103060628206,0.01514720108,0.036717930806
242,perfect,-38.368736267089844,37.22624588012695,0.039349890444,0.01758534896,0.01239776306
243,filled,2.353438377380371,62.25632095336914,0.051519357179999996,0.023409813438,0.014110450848
244,violence,26.655550003051758,27.2401065826416,0.015010956874,0.01650172768,0.011712687886
245,looked,39.241939544677734,-1.6637868881225586,0.032907231578,0.024764340038,0.011027612712
246,end,13.379133224487305,4.758296012878418,0.049371804192,0.043863165196,0.037745543517999997
247,ark,49.381019592285156,-6.265713214874268,0.013579254882,0.040205943376,0.01616567637
248,wood,-17.86559295654297,-27.94148063659668,0.012863403984,0.028150656538000002,0.01137015025
249,fashion,-22.377239227294922,-29.791059494018555,0.013579254882,0.01081271596,0.010342537538000001
250,length,-8.002092361450195,-48.65138626098633,0.012147552988,0.01975259152,0.01993358968
251,fifty,-22.48624610900879,-43.89291000366211,0.013579254882,0.030317899098,0.010342537538000001
252,height,-28.11337661743164,-25.821699142456055,0.011431701992,0.017856254279999997,0.011027612712
253,lower,-21.856826782226562,-46.77798080444336,0.011431701992,0.01189633724,0.013767913310000001
254,flood,34.72423553466797,21.163986206054688,0.015010956874,0.014605390440000001,0.014452988484
255,establish,-40.155433654785156,25.24864959716797,0.012147552988,0.015282653739999999,0.02507165324
256,covenant,37.558563232421875,41.60609436035156,0.023601168728,0.046707671055999996,0.026099265952000003
257,sort,-10.361788749694824,16.52351188659668,0.013579254882,0.01189633724,0.013425375772
258,alive,19.78287124633789,30.90252685546875,0.022169466736000003,0.01934623354,0.012055225424
259,gather,46.39225769042969,-6.129810333251953,0.025748721715999998,0.029098825158000004,0.019248514506
260,according,38.185001373291016,47.5828857421875,0.10019722422199999,0.10007601938999999,0.022331352642
261,house,19.635974884033203,-42.032814025878906,0.156749452122,0.25598203183400003,0.018563439331999998
262,seen,18.8044376373291,42.993003845214844,0.08015339662799999,0.033975120918,0.015480601196000001
263,righteous,-6.912498950958252,56.82134246826172,0.04006574144,0.036277816138,0.048021670736
264,generation,-41.257503509521484,40.090694427490234,0.035770635464,0.01934623354,0.011027612712
265,clean,-44.54107666015625,-27.65582847595215,0.022885317732,0.025306150678,0.013767913310000001
266,beasts,-25.969640731811523,-15.68354606628418,0.03075967859,0.026931582598,0.01137015025
267,cause,-17.72640609741211,24.549665451049805,0.045076698314,0.047520387016000004,0.05007689616
268,nights,13.305843353271484,0.4557850658893585,0.011431701992,0.01189633724,0.011712687886
269,substance,-46.581298828125,11.210078239440918,0.012147552988,0.0160953697,0.014452988484
270,year,31.698888778686523,-56.007896423339844,0.022169466736000003,0.057408431196,0.011712687886
271,month,32.45222473144531,-55.64849853515625,0.012147552988,0.043185901896,0.012055225424
272,fountains,-41.45633316040039,-15.492321968078613,0.012147552988,0.0113545266,0.011027612712
273,broken,33.105525970458984,-3.7215311527252197,0.027180423708,0.031672425697999995,0.010342537538000001
274,entered,36.73833465576172,1.2571128606796265,0.058677867041999995,0.01501174842,0.014452988484
275,shut,21.709861755371094,-0.15233264863491058,0.02145361574,0.021784381518000002,0.010342537538000001
276,increased,1.378245234489441,-25.164382934570312,0.014295105878000001,0.01555355906,0.012055225424
277,lift,20.222673416137695,44.8039436340332,0.015010956874,0.022868002797999998,0.010342537538000001
278,prevailed,29.925670623779297,-31.04413414001465,0.012863403984,0.01419903246,0.010342537538000001
279,high,55.796688079833984,-26.887771606445312,0.069415631884,0.054834830656000005,0.026099265952000003
280,covered,48.65863800048828,-1.969423770904541,0.014295105878000001,0.023138908118,0.013425375772
281,prevail,2.5278868675231934,46.02519989013672,0.011431701992,0.0133863165,0.01137015025
282,mountains,-23.013835906982422,-23.882795333862305,0.018590211853999998,0.032078783678,0.023016427816
283,destroyed,46.754329681396484,-44.22437286376953,0.022169466736000003,0.030046993778,0.023016427816
284,remained,32.8504753112793,-21.691787719726562,0.014295105878000001,0.0160953697,0.012740300598
285,wind,-39.319313049316406,-12.412138938903809,0.028612125602,0.022868002797999998,0.015480601196000001
286,returned,15.804116249084473,-16.45923614501953,0.03075967859,0.030724257078,0.014795526022
287,rest,46.789337158203125,-15.799354553222656,0.040781592436,0.041154111996,0.019591052044000003
288,foot,40.7830696105957,22.543699264526367,0.020021913846,0.020700760238,0.011712687886
289,stayed,9.068060874938965,39.105186462402344,0.010715850996,0.01379267448,0.012740300598
290,lo,18.6768741607666,40.72257614135742,0.032191380581999995,0.027067035258,0.014452988484
291,olive,-32.70513916015625,-22.31559944152832,0.014295105878000001,0.0140635798,0.010342537538000001
292,removed,21.159873962402344,-14.329890251159668,0.012863403984,0.021513476198,0.015138063658
293,kinds,-10.890206336975098,-59.54078674316406,0.010715850996,0.01094816862,0.014795526022
294,offered,50.01017761230469,-17.617568969726562,0.029327976598000002,0.025441603338000003,0.011027612712
295,burnt,61.48577117919922,-1.5413514375686646,0.012863403984,0.058762957796,0.010685075174
296,offerings,-45.668235778808594,-33.58494567871094,0.012863403984,0.045082239136000006,0.010342537538000001
297,sweet,-39.41596221923828,-23.438426971435547,0.013579254882,0.023680718758,0.010685075174
298,curse,-8.799952507019043,58.374088287353516,0.017874360858,0.021919834178,0.01993358968
299,youth,-18.784048080444336,55.707523345947266,0.012863403984,0.01866897024,0.010685075174
300,smite,39.076324462890625,-11.9249849319458,0.016442658866,0.025441603338000003,0.011712687886
301,harvest,-31.2746524810791,-19.080547332763672,0.018590211853999998,0.01636627502,0.011712687886
302,cold,-33.43010711669922,-10.262885093688965,0.015010956874,0.011219073940000001,0.010685075174
303,heat,-37.07683563232422,-11.35374641418457,0.015010956874,0.01311541118,0.012740300598
304,cease,38.85022735595703,4.749368190765381,0.012863403984,0.01866897024,0.013082838136
305,fear,-53.09816360473633,18.184629440307617,0.069415631884,0.052667588096,0.10317022023399999
306,delivered,26.66414451599121,24.87815284729004,0.061541271026,0.039257774658,0.018563439331999998
307,lives,-32.65777587890625,6.9792070388793945,0.012863403984,0.012979958520000001,0.013425375772
308,require,-4.948421955108643,46.10759353637695,0.010715850996,0.01352176916,0.010342537538000001
309,whoso,-28.307292938232422,44.89902114868164,0.017158509862,0.01568901172,0.010685075174
310,shed,4.569699764251709,50.517887115478516,0.017158509862,0.0154181064,0.011027612712
